,,,S01,S01,S02,S02,S03,S03,S04,S04,S05,S05,S06,S06,S07,S07,S08,S08,S09,S09,S10,S10,S11,S11,S12,S12,S13,S13,S14,S14,S15,S15,S16,S16,S17,S17,S18,S18,S19,S19,S20,S20,S21,S21,S22,S22,S23,S23,S24,S24,S25,S25,S26,S26,S27,S27,S28,S28,S29,S29,S30,S30,S31,S31,S32,S32,S33,S33,S34,S34,S35,S35,S36,S36,S37,S37,S38,S38,S39,S39,S40,S40,S41,S41,S42,S42,S43,S43,S44,S44,S45,S45,S46,S46,S47,S47,S48,S48,S49,S49,S50,S50,S51,S51
1400000US25017339400,25017339400,"Census Tract 3394, Middlesex County, Massachusetts",1573,100.0,1472,93.6,101,6.4,1472,100.0,595,40.4,417,28.3,178,12.1,877,59.6,101,100.0,57,56.4,1,1.0,5,5.0,2,2.0,4,4.0,0,0.0,32,31.7,1472,100.0,595,40.4,582,39.5,541,36.8,20,1.4,0,0.0,14,1.0,0,0.0,3,0.2,4,0.3,13,0.9,9,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.3,877,59.6,842,57.2,704,47.8,64,4.3,3,0.2,41,2.8,0,0.0,10,0.7,20,1.4,35,2.4,17,1.2,4,0.3,0,0.0,0,0.0,0,0.0,12,0.8,2,0.1
1400000US25017339500,25017339500,"Census Tract 3395, Middlesex County, Massachusetts",1690,100.0,1610,95.3,80,4.7,1610,100.0,881,54.7,612,38.0,269,16.7,729,45.3,80,100.0,25,31.3,1,1.3,9,11.3,1,1.3,10,12.5,0,0.0,34,42.5,1610,100.0,881,54.7,872,54.2,794,49.3,31,1.9,1,0.1,32,2.0,0,0.0,7,0.4,7,0.4,9,0.6,7,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,729,45.3,687,42.7,566,35.2,45,2.8,2,0.1,36,2.2,0,0.0,18,1.1,20,1.2,42,2.6,31,1.9,2,0.1,0,0.0,0,0.0,0,0.0,8,0.5,1,0.1
1400000US25017339600,25017339600,"Census Tract 3396, Middlesex County, Massachusetts",2315,100.0,2167,93.6,148,6.4,2167,100.0,873,40.3,639,29.5,234,10.8,1294,59.7,148,100.0,52,35.1,6,4.1,32,21.6,4,2.7,3,2.0,0,0.0,51,34.5,2167,100.0,873,40.3,853,39.4,742,34.2,49,2.3,0,0.0,40,1.8,0,0.0,12,0.6,10,0.5,20,0.9,7,0.3,2,0.1,1,0.0,0,0.0,0,0.0,8,0.4,2,0.1,1294,59.7,1240,57.2,1033,47.7,82,3.8,1,0.0,61,2.8,0,0.0,30,1.4,33,1.5,54,2.5,31,1.4,2,0.1,1,0.0,1,0.0,0,0.0,12,0.6,7,0.3
1400000US25017339700,25017339700,"Census Tract 3397, Middlesex County, Massachusetts",1684,100.0,1595,94.7,89,5.3,1595,100.0,660,41.4,438,27.5,222,13.9,935,58.6,89,100.0,47,52.8,4,4.5,6,6.7,4,4.5,2,2.2,0,0.0,26,29.2,1595,100.0,660,41.4,641,40.2,547,34.3,38,2.4,0,0.0,44,2.8,0,0.0,7,0.4,5,0.3,19,1.2,11,0.7,1,0.1,0,0.0,0,0.0,0,0.0,5,0.3,2,0.1,935,58.6,874,54.8,664,41.6,119,7.5,1,0.1,42,2.6,0,0.0,21,1.3,27,1.7,61,3.8,31,1.9,3,0.2,1,0.1,0,0.0,0,0.0,18,1.1,8,0.5
1400000US25017339801,25017339801,"Census Tract 3398.01, Middlesex County, Massachusetts",2370,100.0,2085,88.0,285,12.0,2085,100.0,945,45.3,658,31.6,287,13.8,1140,54.7,285,100.0,225,78.9,19,6.7,8,2.8,6,2.1,6,2.1,0,0.0,21,7.4,2085,100.0,945,45.3,927,44.5,687,32.9,33,1.6,1,0.0,186,8.9,0,0.0,12,0.6,8,0.4,18,0.9,10,0.5,1,0.0,0,0.0,0,0.0,0,0.0,5,0.2,2,0.1,1140,54.7,1072,51.4,753,36.1,77,3.7,3,0.1,197,9.4,0,0.0,25,1.2,17,0.8,68,3.3,35,1.7,6,0.3,0,0.0,1,0.0,0,0.0,19,0.9,7,0.3
1400000US25017339802,25017339802,"Census Tract 3398.02, Middlesex County, Massachusetts",1976,100.0,1896,96.0,80,4.0,1896,100.0,947,49.9,661,34.9,286,15.1,949,50.1,80,100.0,37,46.3,1,1.3,6,7.5,1,1.3,12,15.0,0,0.0,23,28.8,1896,100.0,947,49.9,919,48.5,781,41.2,33,1.7,1,0.1,86,4.5,1,0.1,6,0.3,11,0.6,28,1.5,20,1.1,1,0.1,0,0.0,0,0.0,0,0.0,6,0.3,1,0.1,949,50.1,892,47.0,575,30.3,198,10.4,7,0.4,78,4.1,0,0.0,12,0.6,22,1.2,57,3.0,19,1.0,7,0.4,2,0.1,0,0.0,0,0.0,26,1.4,3,0.2
1400000US25017339900,25017339900,"Census Tract 3399, Middlesex County, Massachusetts",2212,100.0,2100,94.9,112,5.1,2100,100.0,1094,52.1,807,38.4,287,13.7,1006,47.9,112,100.0,42,37.5,4,3.6,13,11.6,2,1.8,4,3.6,0,0.0,47,42.0,2100,100.0,1094,52.1,1073,51.1,953,45.4,54,2.6,1,0.0,49,2.3,0,0.0,11,0.5,5,0.2,21,1.0,15,0.7,0,0.0,0,0.0,0,0.0,0,0.0,5,0.2,1,0.0,1006,47.9,949,45.2,753,35.9,87,4.1,1,0.0,31,1.5,0,0.0,51,2.4,26,1.2,57,2.7,35,1.7,3,0.1,1,0.0,0,0.0,0,0.0,11,0.5,7,0.3
1400000US25017340000,25017340000,"Census Tract 3400, Middlesex County, Massachusetts",1115,100.0,1061,95.2,54,4.8,1061,100.0,500,47.1,363,34.2,137,12.9,561,52.9,54,100.0,23,42.6,3,5.6,10,18.5,3,5.6,1,1.9,0,0.0,14,25.9,1061,100.0,500,47.1,484,45.6,412,38.8,36,3.4,0,0.0,23,2.2,0,0.0,4,0.4,9,0.8,16,1.5,7,0.7,0,0.0,1,0.1,0,0.0,0,0.0,7,0.7,1,0.1,561,52.9,521,49.1,409,38.5,62,5.8,2,0.2,18,1.7,0,0.0,17,1.6,13,1.2,40,3.8,20,1.9,3,0.3,0,0.0,0,0.0,0,0.0,12,1.1,5,0.5
1400000US25017340100,25017340100,"Census Tract 3401, Middlesex County, Massachusetts",2514,100.0,2439,97.0,75,3.0,2439,100.0,2158,88.5,1556,63.8,602,24.7,281,11.5,75,100.0,15,20.0,2,2.7,18,24.0,4,5.3,9,12.0,0,0.0,27,36.0,2439,100.0,2158,88.5,2129,87.3,1946,79.8,55,2.3,2,0.1,103,4.2,0,0.0,5,0.2,18,0.7,29,1.2,18,0.7,1,0.0,1,0.0,0,0.0,0,0.0,8,0.3,1,0.0,281,11.5,272,11.2,215,8.8,34,1.4,1,0.0,15,0.6,0,0.0,4,0.2,3,0.1,9,0.4,3,0.1,3,0.1,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0
1400000US25017341101,25017341101,"Census Tract 3411.01, Middlesex County, Massachusetts",1450,100.0,1383,95.4,67,4.6,1383,100.0,888,64.2,655,47.4,233,16.8,495,35.8,67,100.0,37,55.2,0,0.0,8,11.9,3,4.5,2,3.0,0,0.0,17,25.4,1383,100.0,888,64.2,865,62.5,658,47.6,30,2.2,0,0.0,163,11.8,0,0.0,2,0.1,12,0.9,23,1.7,12,0.9,2,0.1,0,0.0,0,0.0,0,0.0,5,0.4,4,0.3,495,35.8,472,34.1,307,22.2,60,4.3,0,0.0,88,6.4,0,0.0,7,0.5,10,0.7,23,1.7,11,0.8,4,0.3,0,0.0,0,0.0,0,0.0,7,0.5,1,0.1
1400000US25017341102,25017341102,"Census Tract 3411.02, Middlesex County, Massachusetts",2289,100.0,2178,95.2,111,4.8,2178,100.0,674,30.9,506,23.2,168,7.7,1504,69.1,111,100.0,55,49.5,5,4.5,9,8.1,3,2.7,3,2.7,0,0.0,36,32.4,2178,100.0,674,30.9,656,30.1,512,23.5,26,1.2,0,0.0,110,5.1,0,0.0,3,0.1,5,0.2,18,0.8,13,0.6,0,0.0,0,0.0,1,0.0,0,0.0,3,0.1,1,0.0,1504,69.1,1420,65.2,839,38.5,193,8.9,2,0.1,344,15.8,0,0.0,13,0.6,29,1.3,84,3.9,43,2.0,1,0.0,0,0.0,3,0.1,0,0.0,31,1.4,6,0.3
1400000US25017341200,25017341200,"Census Tract 3412, Middlesex County, Massachusetts",2786,100.0,2640,94.8,146,5.2,2640,100.0,1094,41.4,784,29.7,310,11.7,1546,58.6,146,100.0,70,47.9,4,2.7,7,4.8,7,4.8,3,2.1,0,0.0,55,37.7,2640,100.0,1094,41.4,1059,40.1,726,27.5,60,2.3,1,0.0,251,9.5,0,0.0,14,0.5,7,0.3,35,1.3,18,0.7,0,0.0,0,0.0,4,0.2,0,0.0,11,0.4,2,0.1,1546,58.6,1453,55.0,932,35.3,189,7.2,2,0.1,250,9.5,0,0.0,47,1.8,33,1.3,93,3.5,42,1.6,5,0.2,0,0.0,1,0.0,0,0.0,38,1.4,7,0.3
1400000US25017341300,25017341300,"Census Tract 3413, Middlesex County, Massachusetts",2642,100.0,2427,91.9,215,8.1,2427,100.0,405,16.7,295,12.2,110,4.5,2022,83.3,215,100.0,156,72.6,5,2.3,6,2.8,5,2.3,5,2.3,1,0.5,37,17.2,2427,100.0,405,16.7,396,16.3,212,8.7,21,0.9,0,0.0,155,6.4,0,0.0,2,0.1,6,0.2,9,0.4,6,0.2,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,2022,83.3,1949,80.3,978,40.3,254,10.5,4,0.2,628,25.9,0,0.0,27,1.1,58,2.4,73,3.0,42,1.7,6,0.2,1,0.0,0,0.0,0,0.0,22,0.9,2,0.1
1400000US25017341400,25017341400,"Census Tract 3414, Middlesex County, Massachusetts",2451,100.0,2313,94.4,138,5.6,2313,100.0,1081,46.7,822,35.5,259,11.2,1232,53.3,138,100.0,62,44.9,4,2.9,15,10.9,6,4.3,6,4.3,0,0.0,45,32.6,2313,100.0,1081,46.7,1016,43.9,706,30.5,115,5.0,2,0.1,161,7.0,1,0.0,12,0.5,19,0.8,65,2.8,32,1.4,4,0.2,1,0.0,0,0.0,0,0.0,19,0.8,9,0.4,1232,53.3,1088,47.0,677,29.3,221,9.6,3,0.1,91,3.9,0,0.0,61,2.6,35,1.5,144,6.2,61,2.6,11,0.5,0,0.0,3,0.1,0,0.0,58,2.5,11,0.5
1400000US25017341500,25017341500,"Census Tract 3415, Middlesex County, Massachusetts",1790,100.0,1679,93.8,111,6.2,1679,100.0,770,45.9,642,38.2,128,7.6,909,54.1,111,100.0,61,55.0,1,0.9,13,11.7,3,2.7,1,0.9,0,0.0,32,28.8,1679,100.0,770,45.9,707,42.1,398,23.7,130,7.7,1,0.1,158,9.4,0,0.0,12,0.7,8,0.5,63,3.8,30,1.8,1,0.1,0,0.0,1,0.1,0,0.0,28,1.7,3,0.2,909,54.1,795,47.3,442,26.3,201,12.0,2,0.1,96,5.7,0,0.0,36,2.1,18,1.1,114,6.8,50,3.0,5,0.3,2,0.1,1,0.1,0,0.0,51,3.0,5,0.3
1400000US25017341600,25017341600,"Census Tract 3416, Middlesex County, Massachusetts",2750,100.0,2621,95.3,129,4.7,2621,100.0,1380,52.7,1080,41.2,300,11.4,1241,47.3,129,100.0,80,62.0,5,3.9,14,10.9,3,2.3,2,1.6,0,0.0,25,19.4,2621,100.0,1380,52.7,1333,50.9,996,38.0,98,3.7,0,0.0,212,8.1,0,0.0,11,0.4,16,0.6,47,1.8,34,1.3,3,0.1,0,0.0,0,0.0,0,0.0,10,0.4,0,0.0,1241,47.3,1158,44.2,733,28.0,213,8.1,2,0.1,156,6.0,1,0.0,15,0.6,38,1.4,83,3.2,43,1.6,6,0.2,1,0.0,0,0.0,0,0.0,27,1.0,6,0.2
1400000US25017341700,25017341700,"Census Tract 3417, Middlesex County, Massachusetts",2191,100.0,2074,94.7,117,5.3,2074,100.0,1200,57.9,959,46.2,241,11.6,874,42.1,117,100.0,53,45.3,4,3.4,16,13.7,4,3.4,5,4.3,0,0.0,35,29.9,2074,100.0,1200,57.9,1127,54.3,894,43.1,119,5.7,1,0.0,90,4.3,0,0.0,7,0.3,16,0.8,73,3.5,48,2.3,5,0.2,1,0.0,0,0.0,0,0.0,13,0.6,6,0.3,874,42.1,822,39.6,627,30.2,106,5.1,1,0.0,62,3.0,0,0.0,11,0.5,15,0.7,52,2.5,30,1.4,7,0.3,1,0.0,1,0.0,0,0.0,8,0.4,5,0.2
1400000US25017341800,25017341800,"Census Tract 3418, Middlesex County, Massachusetts",2633,100.0,2516,95.6,117,4.4,2516,100.0,944,37.5,727,28.9,217,8.6,1572,62.5,117,100.0,53,45.3,2,1.7,17,14.5,4,3.4,5,4.3,0,0.0,36,30.8,2516,100.0,944,37.5,872,34.7,624,24.8,111,4.4,0,0.0,119,4.7,0,0.0,12,0.5,6,0.2,72,2.9,35,1.4,2,0.1,1,0.0,0,0.0,0,0.0,27,1.1,7,0.3,1572,62.5,1395,55.4,782,31.1,327,13.0,3,0.1,198,7.9,1,0.0,32,1.3,52,2.1,177,7.0,77,3.1,11,0.4,0,0.0,2,0.1,0,0.0,74,2.9,13,0.5
1400000US25017341901,25017341901,"Census Tract 3419.01, Middlesex County, Massachusetts",535,100.0,502,93.8,33,6.2,502,100.0,317,63.1,231,46.0,86,17.1,185,36.9,33,100.0,9,27.3,0,0.0,8,24.2,2,6.1,0,0.0,0,0.0,14,42.4,502,100.0,317,63.1,299,59.6,228,45.4,28,5.6,0,0.0,32,6.4,0,0.0,6,1.2,5,1.0,18,3.6,12,2.4,0,0.0,0,0.0,0,0.0,0,0.0,4,0.8,2,0.4,185,36.9,164,32.7,117,23.3,25,5.0,0,0.0,12,2.4,0,0.0,5,1.0,5,1.0,21,4.2,12,2.4,2,0.4,0,0.0,0,0.0,0,0.0,4,0.8,3,0.6
1400000US25017341902,25017341902,"Census Tract 3419.02, Middlesex County, Massachusetts",3644,100.0,3340,91.7,304,8.3,3340,100.0,1229,36.8,934,28.0,295,8.8,2111,63.2,304,100.0,220,72.4,3,1.0,12,3.9,3,1.0,7,2.3,0,0.0,59,19.4,3340,100.0,1229,36.8,1168,35.0,945,28.3,74,2.2,1,0.0,125,3.7,0,0.0,12,0.4,11,0.3,61,1.8,33,1.0,5,0.1,1,0.0,1,0.0,0,0.0,20,0.6,1,0.0,2111,63.2,1911,57.2,1180,35.3,265,7.9,2,0.1,338,10.1,2,0.1,67,2.0,57,1.7,200,6.0,80,2.4,16,0.5,3,0.1,2,0.1,0,0.0,88,2.6,11,0.3
1400000US25017342101,25017342101,"Census Tract 3421.01, Middlesex County, Massachusetts",1663,100.0,1556,93.6,107,6.4,1556,100.0,733,47.1,545,35.0,188,12.1,823,52.9,107,100.0,57,53.3,0,0.0,2,1.9,1,0.9,2,1.9,0,0.0,45,42.1,1556,100.0,733,47.1,655,42.1,542,34.8,73,4.7,2,0.1,17,1.1,0,0.0,14,0.9,7,0.4,78,5.0,39,2.5,1,0.1,0,0.0,0,0.0,0,0.0,34,2.2,4,0.3,823,52.9,674,43.3,506,32.5,97,6.2,3,0.2,22,1.4,0,0.0,27,1.7,19,1.2,149,9.6,62,4.0,6,0.4,3,0.2,4,0.3,0,0.0,62,4.0,12,0.8
1400000US25017342102,25017342102,"Census Tract 3421.02, Middlesex County, Massachusetts",1683,100.0,1592,94.6,91,5.4,1592,100.0,611,38.4,443,27.8,168,10.6,981,61.6,91,100.0,52,57.1,1,1.1,5,5.5,2,2.2,2,2.2,0,0.0,29,31.9,1592,100.0,611,38.4,551,34.6,468,29.4,54,3.4,2,0.1,15,0.9,0,0.0,7,0.4,5,0.3,60,3.8,27,1.7,5,0.3,1,0.1,0,0.0,0,0.0,22,1.4,5,0.3,981,61.6,847,53.2,617,38.8,134,8.4,2,0.1,26,1.6,0,0.0,39,2.4,29,1.8,134,8.4,62,3.9,6,0.4,2,0.1,0,0.0,1,0.1,48,3.0,15,0.9
1400000US25017342201,25017342201,"Census Tract 3422.01, Middlesex County, Massachusetts",2062,100.0,1919,93.1,143,6.9,1919,100.0,808,42.1,616,32.1,192,10.0,1111,57.9,143,100.0,73,51.0,5,3.5,24,16.8,2,1.4,2,1.4,0,0.0,37,25.9,1919,100.0,808,42.1,727,37.9,566,29.5,109,5.7,2,0.1,27,1.4,0,0.0,11,0.6,12,0.6,81,4.2,42,2.2,3,0.2,1,0.1,0,0.0,0,0.0,29,1.5,6,0.3,1111,57.9,903,47.1,627,32.7,180,9.4,4,0.2,23,1.2,1,0.1,51,2.7,17,0.9,208,10.8,97,5.1,12,0.6,2,0.1,2,0.1,0,0.0,81,4.2,14,0.7
1400000US25017342202,25017342202,"Census Tract 3422.02, Middlesex County, Massachusetts",1536,100.0,1459,95.0,77,5.0,1459,100.0,706,48.4,522,35.8,184,12.6,753,51.6,77,100.0,37,48.1,0,0.0,15,19.5,2,2.6,0,0.0,0,0.0,23,29.9,1459,100.0,706,48.4,641,43.9,507,34.7,75,5.1,1,0.1,43,2.9,0,0.0,5,0.3,10,0.7,65,4.5,33,2.3,3,0.2,0,0.0,0,0.0,0,0.0,27,1.9,2,0.1,753,51.6,643,44.1,482,33.0,84,5.8,0,0.0,19,1.3,0,0.0,36,2.5,22,1.5,110,7.5,47,3.2,5,0.3,1,0.1,0,0.0,0,0.0,49,3.4,8,0.5
1400000US25017342300,25017342300,"Census Tract 3423, Middlesex County, Massachusetts",2754,100.0,2485,90.2,269,9.8,2485,100.0,1050,42.3,765,30.8,285,11.5,1435,57.7,269,100.0,96,35.7,2,0.7,96,35.7,5,1.9,7,2.6,0,0.0,63,23.4,2485,100.0,1050,42.3,947,38.1,763,30.7,90,3.6,1,0.0,48,1.9,0,0.0,29,1.2,16,0.6,103,4.1,45,1.8,1,0.0,0,0.0,0,0.0,0,0.0,49,2.0,8,0.3,1435,57.7,1186,47.7,864,34.8,153,6.2,2,0.1,34,1.4,0,0.0,88,3.5,45,1.8,249,10.0,90,3.6,7,0.3,1,0.0,0,0.0,0,0.0,135,5.4,16,0.6
1400000US25017342400,25017342400,"Census Tract 3424, Middlesex County, Massachusetts",2553,100.0,2371,92.9,182,7.1,2371,100.0,840,35.4,626,26.4,214,9.0,1531,64.6,182,100.0,90,49.5,3,1.6,25,13.7,3,1.6,5,2.7,0,0.0,56,30.8,2371,100.0,840,35.4,745,31.4,591,24.9,68,2.9,1,0.0,56,2.4,0,0.0,15,0.6,14,0.6,95,4.0,44,1.9,2,0.1,0,0.0,1,0.0,1,0.0,41,1.7,6,0.3,1531,64.6,1266,53.4,889,37.5,167,7.0,0,0.0,51,2.2,2,0.1,102,4.3,55,2.3,265,11.2,106,4.5,9,0.4,2,0.1,0,0.0,0,0.0,129,5.4,19,0.8
1400000US25017342500,25017342500,"Census Tract 3425, Middlesex County, Massachusetts",2781,100.0,2583,92.9,198,7.1,2583,100.0,894,34.6,658,25.5,236,9.1,1689,65.4,198,100.0,130,65.7,4,2.0,20,10.1,5,2.5,3,1.5,0,0.0,36,18.2,2583,100.0,894,34.6,789,30.5,649,25.1,79,3.1,1,0.0,36,1.4,0,0.0,9,0.3,15,0.6,105,4.1,54,2.1,3,0.1,1,0.0,0,0.0,0,0.0,44,1.7,3,0.1,1689,65.4,1363,52.8,921,35.7,237,9.2,2,0.1,55,2.1,0,0.0,105,4.1,43,1.7,326,12.6,132,5.1,13,0.5,1,0.0,2,0.1,0,0.0,156,6.0,22,0.9
1400000US25017342600,25017342600,"Census Tract 3426, Middlesex County, Massachusetts",1683,100.0,1578,93.8,105,6.2,1578,100.0,556,35.2,407,25.8,149,9.4,1022,64.8,105,100.0,65,61.9,2,1.9,4,3.8,1,1.0,3,2.9,0,0.0,30,28.6,1578,100.0,556,35.2,480,30.4,363,23.0,60,3.8,1,0.1,39,2.5,0,0.0,12,0.8,5,0.3,76,4.8,37,2.3,0,0.0,1,0.1,1,0.1,0,0.0,33,2.1,4,0.3,1022,64.8,783,49.6,553,35.0,116,7.4,0,0.0,33,2.1,1,0.1,59,3.7,21,1.3,239,15.1,80,5.1,4,0.3,2,0.1,0,0.0,0,0.0,143,9.1,10,0.6
1400000US25017350103,25017350103,"Census Tract 3501.03, Middlesex County, Massachusetts",520,100.0,497,95.6,23,4.4,497,100.0,231,46.5,146,29.4,85,17.1,266,53.5,23,100.0,10,43.5,1,4.3,3,13.0,0,0.0,1,4.3,0,0.0,8,34.8,497,100.0,231,46.5,225,45.3,202,40.6,8,1.6,0,0.0,12,2.4,0,0.0,2,0.4,1,0.2,6,1.2,4,0.8,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,266,53.5,245,49.3,208,41.9,18,3.6,0,0.0,12,2.4,0,0.0,5,1.0,2,0.4,21,4.2,7,1.4,2,0.4,0,0.0,0,0.0,0,0.0,10,2.0,2,0.4
1400000US25017350104,25017350104,"Census Tract 3501.04, Middlesex County, Massachusetts",2898,100.0,2752,95.0,146,5.0,2752,100.0,727,26.4,556,20.2,171,6.2,2025,73.6,146,100.0,91,62.3,4,2.7,15,10.3,2,1.4,2,1.4,0,0.0,32,21.9,2752,100.0,727,26.4,651,23.7,521,18.9,52,1.9,0,0.0,58,2.1,0,0.0,8,0.3,12,0.4,76,2.8,35,1.3,1,0.0,0,0.0,0,0.0,0,0.0,36,1.3,4,0.1,2025,73.6,1669,60.6,1072,39.0,292,10.6,3,0.1,132,4.8,1,0.0,106,3.9,63,2.3,356,12.9,119,4.3,18,0.7,5,0.2,1,0.0,3,0.1,196,7.1,14,0.5
1400000US25017350200,25017350200,"Census Tract 3502, Middlesex County, Massachusetts",2763,100.0,2618,94.8,145,5.2,2618,100.0,1054,40.3,778,29.7,276,10.5,1564,59.7,145,100.0,78,53.8,2,1.4,17,11.7,6,4.1,5,3.4,0,0.0,37,25.5,2618,100.0,1054,40.3,993,37.9,840,32.1,51,1.9,0,0.0,77,2.9,0,0.0,7,0.3,18,0.7,61,2.3,30,1.1,2,0.1,0,0.0,0,0.0,0,0.0,24,0.9,5,0.2,1564,59.7,1407,53.7,1070,40.9,116,4.4,3,0.1,100,3.8,0,0.0,60,2.3,58,2.2,157,6.0,69,2.6,7,0.3,1,0.0,1,0.0,0,0.0,62,2.4,17,0.6
1400000US25017350300,25017350300,"Census Tract 3503, Middlesex County, Massachusetts",1148,100.0,1067,92.9,81,7.1,1067,100.0,507,47.5,401,37.6,106,9.9,560,52.5,81,100.0,41,50.6,5,6.2,8,9.9,3,3.7,2,2.5,0,0.0,22,27.2,1067,100.0,507,47.5,480,45.0,416,39.0,31,2.9,0,0.0,22,2.1,0,0.0,4,0.4,7,0.7,27,2.5,17,1.6,1,0.1,0,0.0,0,0.0,0,0.0,8,0.7,1,0.1,560,52.5,507,47.5,397,37.2,35,3.3,1,0.1,40,3.7,0,0.0,18,1.7,16,1.5,53,5.0,31,2.9,0,0.0,0,0.0,1,0.1,0,0.0,16,1.5,5,0.5
1400000US25017350400,25017350400,"Census Tract 3504, Middlesex County, Massachusetts",2508,100.0,2414,96.3,94,3.7,2414,100.0,865,35.8,615,25.5,250,10.4,1549,64.2,94,100.0,28,29.8,3,3.2,5,5.3,4,4.3,10,10.6,0,0.0,44,46.8,2414,100.0,865,35.8,846,35.0,779,32.3,15,0.6,0,0.0,40,1.7,0,0.0,3,0.1,9,0.4,19,0.8,13,0.5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,4,0.2,1549,64.2,1494,61.9,1336,55.3,27,1.1,4,0.2,90,3.7,0,0.0,7,0.3,30,1.2,55,2.3,40,1.7,2,0.1,0,0.0,0,0.0,0,0.0,6,0.2,7,0.3
1400000US25017350500,25017350500,"Census Tract 3505, Middlesex County, Massachusetts",772,100.0,749,97.0,23,3.0,749,100.0,258,34.4,171,22.8,87,11.6,491,65.6,23,100.0,11,47.8,3,13.0,4,17.4,0,0.0,1,4.3,0,0.0,4,17.4,749,100.0,258,34.4,256,34.2,236,31.5,3,0.4,0,0.0,11,1.5,1,0.1,0,0.0,5,0.7,2,0.3,2,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,491,65.6,480,64.1,436,58.2,12,1.6,1,0.1,17,2.3,0,0.0,0,0.0,14,1.9,11,1.5,8,1.1,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3,1,0.1
1400000US25017350600,25017350600,"Census Tract 3506, Middlesex County, Massachusetts",1091,100.0,1054,96.6,37,3.4,1054,100.0,365,34.6,250,23.7,115,10.9,689,65.4,37,100.0,18,48.6,2,5.4,1,2.7,0,0.0,3,8.1,0,0.0,13,35.1,1054,100.0,365,34.6,364,34.5,336,31.9,3,0.3,1,0.1,18,1.7,0,0.0,1,0.1,5,0.5,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,689,65.4,666,63.2,601,57.0,14,1.3,0,0.0,42,4.0,0,0.0,1,0.1,8,0.8,23,2.2,12,1.1,0,0.0,1,0.1,1,0.1,0,0.0,5,0.5,4,0.4
1400000US25017350700,25017350700,"Census Tract 3507, Middlesex County, Massachusetts",3116,100.0,2866,92.0,250,8.0,2866,100.0,758,26.4,541,18.9,217,7.6,2108,73.6,250,100.0,164,65.6,5,2.0,16,6.4,2,0.8,6,2.4,0,0.0,57,22.8,2866,100.0,758,26.4,742,25.9,687,24.0,10,0.3,0,0.0,38,1.3,0,0.0,1,0.0,6,0.2,16,0.6,9,0.3,1,0.0,0,0.0,0,0.0,1,0.0,3,0.1,2,0.1,2108,73.6,1961,68.4,1534,53.5,261,9.1,1,0.0,92,3.2,0,0.0,15,0.5,58,2.0,147,5.1,64,2.2,11,0.4,0,0.0,0,0.0,0,0.0,60,2.1,12,0.4
1400000US25017350800,25017350800,"Census Tract 3508, Middlesex County, Massachusetts",920,100.0,870,94.6,50,5.4,870,100.0,357,41.0,266,30.6,91,10.5,513,59.0,50,100.0,17,34.0,6,12.0,12,24.0,2,4.0,1,2.0,0,0.0,12,24.0,870,100.0,357,41.0,347,39.9,281,32.3,39,4.5,0,0.0,19,2.2,0,0.0,2,0.2,6,0.7,10,1.1,6,0.7,1,0.1,0,0.0,0,0.0,0,0.0,1,0.1,2,0.2,513,59.0,487,56.0,415,47.7,30,3.4,0,0.0,29,3.3,0,0.0,0,0.0,13,1.5,26,3.0,17,2.0,1,0.1,0,0.0,0,0.0,0,0.0,5,0.6,3,0.3
1400000US25017350900,25017350900,"Census Tract 3509, Middlesex County, Massachusetts",1648,100.0,1595,96.8,53,3.2,1595,100.0,513,32.2,392,24.6,121,7.6,1082,67.8,53,100.0,23,43.4,0,0.0,9,17.0,1,1.9,6,11.3,0,0.0,14,26.4,1595,100.0,513,32.2,503,31.5,463,29.0,9,0.6,0,0.0,24,1.5,0,0.0,0,0.0,7,0.4,10,0.6,9,0.6,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,1082,67.8,1045,65.5,932,58.4,19,1.2,2,0.1,71,4.5,1,0.1,1,0.1,19,1.2,37,2.3,26,1.6,2,0.1,1,0.1,1,0.1,0,0.0,7,0.4,0,0.0
1400000US25017351000,25017351000,"Census Tract 3510, Middlesex County, Massachusetts",3115,100.0,2992,96.1,123,3.9,2992,100.0,867,29.0,633,21.2,234,7.8,2125,71.0,123,100.0,46,37.4,10,8.1,13,10.6,10,8.1,8,6.5,0,0.0,36,29.3,2992,100.0,867,29.0,848,28.3,777,26.0,19,0.6,0,0.0,43,1.4,0,0.0,3,0.1,6,0.2,19,0.6,13,0.4,1,0.0,1,0.0,0,0.0,0,0.0,2,0.1,2,0.1,2125,71.0,2022,67.6,1718,57.4,52,1.7,2,0.1,203,6.8,1,0.0,7,0.2,39,1.3,103,3.4,67,2.2,2,0.1,2,0.1,1,0.0,0,0.0,26,0.9,5,0.2
